"Fund Category","Fund Name","Scheme Name","Dividend Date","Dividend Individual/ HUF (Rs) per Unit","Dividend Others (Rs) per Unit"
"Close Ended","HDFC FMP 772D March 2012 (1)","HDFC FMP 772D March 2012 (1) Dividend Option","30 Apr, 2014","1.6113","1.5432"
"Close Ended","HDFC FMP 772D March 2012 (1)","HDFC FMP 772D March 2012 (1) Quarterly Dividend Option","25 Mar, 2014","0.1291","0.1237"
"Close Ended","HDFC FMP 370D April 2012 (1)","HDFC FMP 370D April 2012 (1) Dividend Option","25 Apr, 2013","0.0000","0.0000"
"Close Ended","HDFC FMP 370D April 2012 (1)","HDFC FMP 370D April 2012 (1) Quarterly Dividend Option","23 Apr, 2013","0.2499","0.2129"
"Close Ended","HDFC FMP 90D MARCH 2008 ","HDFC FMP 90D MARCH 2008 - RETAIL PLAN DIVIDEND OPTION","09 Jun, 2008","0.2217","0.2063"
"Close Ended","HDFC FMP 90D MARCH 2008 ","HDFC FMP 90D MARCH 2008 - WHOLESALE PLAN DIVIDEND OPTION","09 Jun, 2008","0.2217","0.2063"
"Close Ended","HDFC FMP 90D MARCH 2008 (2) ","HDFC FMP 90D MARCH 2008 (2) - WHOLESALE PLAN DIVIDEND OPTION","16 Jun, 2008","0.2293","0.2134"
"Close Ended","HDFC FMP 90D MARCH 2008 (2) ","HDFC FMP 90D MARCH 2008 (2) - RETAIL PLAN DIVIDEND OPTION","16 Jun, 2008","0.2293","0.2134"
"Close Ended","HDFC FMP 370D July 2013 (1)","HDFC FMP 370D July 2013 (1)-Direct Option-Quarterly Dividend Option","25 Mar, 2014","0.1732","0.1659"
"Close Ended","HDFC FMP 370D July 2013 (1)","HDFC FMP 370D July 2013 (1)-Regular Option-Quarterly Dividend Option","25 Mar, 2014","0.1722","0.1649"
"Close Ended","HDFC FMP 90D MARCH 2008 (3) ","HDFC FMP 90D MARCH 2008 (3) - RETAIL PLAN DIVIDEND OPTION","25 Jun, 2008","0.2051","0.1909"
"Close Ended","HDFC FMP 90D MARCH 2008 (3) ","HDFC FMP 90D MARCH 2008 (3) - WHOLESALE PLAN DIVIDEND OPTION","25 Jun, 2008","0.2051","0.1909"
"Close Ended","HDFC FMP 92D March 2012 (1) ","HDFC FMP 92D March 2012 (1) - Dividend Option","13 Jun, 2012","0.2467","0.2114"
"Close Ended","HDFC FMP 370D April 2013 (1)","HDFC FMP 370D April 2013 (1)-Regular Option-Dividend Option","15 Apr, 2014","0.6733","0.6448"
"Close Ended","HDFC FMP 370D April 2013 (1)","HDFC FMP 370D April 2013 (1)-Direct Option-Dividend Option","15 Apr, 2014","0.6775","0.6489"
"Close Ended","HDFC FMP 370D April 2013 (1)","HDFC FMP 370D April 2013 (1)-Direct Option-Quarterly Dividend Option","15 Apr, 2014","0.0357","0.0342"
"Close Ended","HDFC FMP 370D April 2013 (1)","HDFC FMP 370D April 2013 (1)-Regular Option-Quarterly Dividend Option","25 Mar, 2014","0.1732","0.1659"
"Close Ended","HDFC FMP 24M May 2007","HDFC FMP 24M May 2007 - Wholesale Plan Quaterly Dividend Option","25 Jun, 2008","0.1800","0.1675"
"Close Ended","HDFC FMP 24M May 2007","HDFC FMP 24M May 2007 - Retail Plan Quaterly Dividend Option","21 May, 2009","0.2860","0.2662"
"Close Ended","HDFC FMP 24M May 2007","HDFC FMP 24M May 2007 - Retail Plan Dividend Option","21 May, 2009","1.8702","1.7407"
"Close Ended","HDFC FMP 370D JULY 2011 (1) ","HDFC FMP 370D JULY 2011 (1) - Quarterly Dividend Option","26 Mar, 2012","0.1825","0.1564"
"Close Ended","HDFC FMP 366D May 2013 (1)","HDFC FMP 366D May 2013 (1)-Regular Option-Quarterly Dividend Option","25 Mar, 2014","0.1710","0.1638"
"Close Ended","HDFC FMP 366D May 2013 (1)","HDFC FMP 366D May 2013 (1)-Regular Option-Dividend Option","15 May, 2014","0.6413","0.6142"
"Close Ended","HDFC FMP 366D May 2013 (1)","HDFC FMP 366D May 2013 (1)-Direct Option-Dividend Option","15 May, 2014","0.6455","0.6183"
"Close Ended","HDFC FMP 366D May 2013 (1)","HDFC FMP 366D May 2013 (1)-Direct Option-Quarterly Dividend Option","15 May, 2014","0.1036","0.0993"
"Close Ended","HDFC FMP 370D April 2012 (2)","HDFC FMP 370D April 2012 (2) Dividend Option","06 May, 2013","2.2313","1.9011"
"Close Ended","HDFC FMP 370D April 2012 (2)","HDFC FMP 370D April 2012 (2) Quarterly Dividend Option","06 May, 2013","0.0785","0.0669"
"Close Ended","HDFC FMP 370D July 2013 (2)","HDFC FMP 370D July 2013 (2)-Direct Option-Quarterly Dividend Option","25 Mar, 2014","0.1757","0.1683"
"Close Ended","HDFC FMP 370D July 2013 (2)","HDFC FMP 370D July 2013 (2)-Direct Option-Dividend Option","21 Jul, 2014","0.7320","0.7010"
"Close Ended","HDFC FMP 370D July 2013 (2)","HDFC FMP 370D July 2013 (2)-Regular Option-Dividend Option","21 Jul, 2014","0.7277","0.6969"
"Close Ended","HDFC FMP 370D July 2013 (2)","HDFC FMP 370D July 2013 (2)-Regular Option-Quarterly Dividend Option","25 Jun, 2014","0.1569","0.1502"
"Close Ended","HDFC FMP 370D JULY 2011 (2) ","HDFC FMP 370D JULY 2011 (2) - Quarterly Dividend Option","26 Mar, 2012","0.1754","0.1504"
"Close Ended","HDFC FMP 371D July 2012 (1)","HDFC FMP 371D July 2012 (1) Quarterly Dividend Option","16 Jul, 2013","0.2140","0.2049"
"Close Ended","HDFC FMP 371D July 2012 (1)","HDFC FMP 371D July 2012 (1) Dividend Option","16 Jul, 2013","0.7287","0.6979"
"Close Ended","HDFC FMP 370D April 2013 (2)","HDFC FMP 370D April 2013 (2)-Direct Option-Dividend Option","22 Apr, 2014","0.6676","0.6394"
"Close Ended","HDFC FMP 370D April 2013 (2)","HDFC FMP 370D April 2013 (2)-Direct Option-Quarterly Dividend Option","21 Apr, 2014","0.0000","0.0000"
"Close Ended","HDFC FMP 370D April 2013 (2)","HDFC FMP 370D April 2013 (2)-Regular Option-Dividend Option","22 Apr, 2014","0.6633","0.6353"
"Close Ended","HDFC FMP 370D April 2013 (2)","HDFC FMP 370D April 2013 (2)-Regular Option-Quarterly Dividend Option","21 Apr, 2014","0.0000","0.0000"
"Close Ended","HDFC FMP 366D May 2013 (2)","HDFC FMP 366D May 2013 (2)-Regular Option-Quarterly Dividend Option","25 Mar, 2014","0.1736","0.1662"
"Close Ended","HDFC FMP 366D May 2013 (2)","HDFC FMP 366D May 2013 (2)-Direct Option-Quarterly Dividend Option","25 Mar, 2014","0.1745","0.1671"
"Close Ended","HDFC FMP 371D July 2012 (2)","HDFC FMP 371D July 2012 (2) Dividend Option","30 Jul, 2013","0.7143","0.6841"
"Close Ended","HDFC FMP 371D July 2012 (2)","HDFC FMP 371D July 2012 (2) Quarterly Dividend Option","30 Jul, 2013","0.0627","0.0600"
"Close Ended","HDFC FMP 367D MAY 2007","HDFC FMP 367D MAY 2007 - Retail Plan Normal Dividend Option","29 May, 2008","0.8498","0.7909"
"Close Ended","HDFC FMP 367D MAY 2007","HDFC FMP 367D MAY 2007 - Retail Plan Quaterly Dividend Option","25 Mar, 2008","0.1476","0.1374"
"Close Ended","HDFC FMP 370D May 2012 (1)","HDFC FMP 370D May 2012 (1) Dividend Option","13 May, 2013","0.8569","0.7301"
"Close Ended","HDFC FMP 370D May 2012 (1)","HDFC FMP 370D May 2012 (1) Quarterly Dividend Option","25 Mar, 2013","0.1957","0.1677"
"Close Ended","HDFC FMP 370D May 2013 (1)","HDFC FMP 370D May 2013 (1)-Direct Option-Dividend Option","12 May, 2014","0.6569","0.6292"
"Close Ended","HDFC FMP 370D May 2013 (1)","HDFC FMP 370D May 2013 (1)-Regular Option-Flexi Option","12 May, 2014","0.0000","0.0000"
"Close Ended","HDFC FMP 370D May 2013 (1)","HDFC FMP 370D May 2013 (1)-Direct Option-Flexi Option","12 May, 2014","0.0000","0.0000"
"Close Ended","HDFC FMP 370D May 2013 (1)","HDFC FMP 370D May 2013 (1)-Regular Option-Quarterly Dividend Option","12 May, 2014","0.0982","0.0940"
"Close Ended","HDFC FMP 370D May 2013 (1)","HDFC FMP 370D May 2013 (1)-Regular Option-Dividend Option","12 May, 2014","0.6526","0.6250"
"Close Ended","HDFC FMP 370D May 2013 (1)","HDFC FMP 370D May 2013 (1)-Direct Option-Quarterly Dividend Option","12 May, 2014","0.0986","0.0944"
"Close Ended","HDFC FMP 370D MAY 2011 (1)","HDFC FMP 370D MAY 2011 (1) - Quarterly Dividend Option","29 May, 2012","0.1703","0.1459"
"Close Ended","HDFC FMP 370D MAY 2011 (1)","HDFC FMP 370D MAY 2011 (1) - Dividend Option","29 May, 2012","0.8833","0.7571"
"Close Ended","HDFC FMP 370D May 2012 (2)","HDFC FMP 370D May 2012 (2) Dividend Option","27 May, 2013","0.8744","0.7450"
"Close Ended","HDFC FMP 370D May 2012 (2)","HDFC FMP 370D May 2012 (2) Quarterly Dividend Option","27 May, 2013","0.1395","0.1188"
"Close Ended","HDFC FMP 370D MAY 2011 (2)","HDFC FMP 370D MAY 2011 (2) - Dividend Option","12 Jun, 2012","0.8721","0.7475"
"Close Ended","HDFC FMP 370D MAY 2011 (2)","HDFC FMP 370D MAY 2011 (2) - Quarterly Dividend Option","26 Mar, 2012","0.1948","0.1670"
"Close Ended","HDFC FMP 370D May 2012 (3)","HDFC FMP 370D May 2012 (3) Quarterly Dividend Option","03 Jun, 2013","0.1386","0.1328"
"Close Ended","HDFC FMP 370D May 2012 (3)","HDFC FMP 370D May 2012 (3) Dividend Option","03 Jun, 2013","0.7769","0.7440"
"Close Ended","HDFC FMP 372D July 2012 (1)","HDFC FMP 372D July 2012 (1) Dividend Option","23 Jul, 2013","0.7221","0.6915"
"Close Ended","HDFC FMP 372D July 2012 (1)","HDFC FMP 372D July 2012 (1) Quarterly Dividend Option","23 Jul, 2013","0.2289","0.2193"
"Close Ended","HDFC FMP 372D May 2013 (1)","HDFC FMP 372D May 2013 (1)-Regular Option-Dividend Option","10 Jun, 2014","0.6551","0.6274"
"Close Ended","HDFC FMP 372D May 2013 (1)","HDFC FMP 372D May 2013 (1)-Regular Option-Quarterly Dividend Option","25 Mar, 2014","0.1726","0.1653"
"Close Ended","HDFC FMP 372D May 2013 (1)","HDFC FMP 372D May 2013 (1)-Direct Option-Dividend Option","10 Jun, 2014","0.6594","0.6315"
"Close Ended","HDFC FMP 372D May 2013 (1)","HDFC FMP 372D May 2013 (1)-Direct Option-Quarterly Dividend Option","10 Jun, 2014","0.1502","0.1438"
"Close Ended","HDFC FMP 375D JULY 2011 (1) ","HDFC FMP 375D JULY 2011 (1) - Normal Dividend Option","30 Jul, 2012","0.8565","0.7341"
"Close Ended","HDFC FMP 375D JULY 2011 (1) ","HDFC FMP 375D JULY 2011 (1) - Quarterly Dividend Option","30 Jul, 2012","0.0757","0.0649"
"Close Ended","HDFC FMP 405D April 2013 (1)","HDFC FMP 405D April 2013 (1)-Direct Option-Dividend Option","03 Jun, 2014","0.7437","0.7123"
"Close Ended","HDFC FMP 405D April 2013 (1)","HDFC FMP 405D April 2013 (1)-Regular Option-Quarterly Dividend Option","25 Mar, 2014","0.1761","0.1686"
"Close Ended","HDFC FMP 405D April 2013 (1)","HDFC FMP 405D April 2013 (1)-Regular Option-Flexi Option","03 Jun, 2014","0.0000","0.0000"
"Close Ended","HDFC FMP 405D April 2013 (1)","HDFC FMP 405D April 2013 (1)-Direct Option-Flexi Option","03 Jun, 2014","0.0000","0.0000"
"Close Ended","HDFC FMP 405D April 2013 (1)","HDFC FMP 405D April 2013 (1)-Regular Option-Dividend Option","03 Jun, 2014","0.7390","0.7077"
"Close Ended","HDFC FMP 405D April 2013 (1)","HDFC FMP 405D April 2013 (1)-Direct Option-Quarterly Dividend Option","03 Jun, 2014","0.1297","0.1243"
"Close Ended","HDFC FMP 90D July 2012 (1) ","HDFC FMP 90D July 2012 (1) - Dividend Option","22 Oct, 2012","0.1875","0.1607"
"Close Ended","HDFC FMP 92D April 2012 (2) ","HDFC FMP 92D April 2012 (2) - Dividend Option","02 Aug, 2012","0.2075","0.1778"
"Close Ended","HDFC FMP 100D November 2010 (1)","HDFC FMP 100D November 2010 (1) Dividend Option","21 Feb, 2011","0.1890","0.1762"
"Close Ended","HDFC FMP 100D November 2010 (2)","HDFC FMP 100D November 2010 (2) Dividend Option","07 Mar, 2011","0.1965","0.1831"
"Close Ended","HDFC FMP 17M November 2006 ","HDFC FMP 17M November 2006 - WP - Dividend","21 Apr, 2008","1.0538","0.9808"
"Close Ended","HDFC FMP 17M November 2006 ","HDFC FMP 17M November 2006 - RP - Dividend","21 Apr, 2008","1.0139","0.9437"
"Close Ended","HDFC FMP 17M November 2006 ","HDFC FMP 17M November 2006 - RP - Quarterly Dividend","25 Mar, 2008","0.1565","0.1456"
"Close Ended","HDFC FMP 92D JULY 2011 (2) ","HDFC FMP 92D JULY 2011 (2) - Dividend Option","20 Oct, 2011","0.1879","0.1610"
"Close Ended","HDFC FMP 18M NOVEMBER 2007","HDFC FMP 18M NOVEMBER 2007 RETAIL PLAN - QUARTERLY DIVIDEND OPTION","25 Mar, 2009","0.1224","0.1139"
"Close Ended","HDFC FMP 24M November 2011 (1)","HDFC FMP 24M November 2011 (1) Dividend Option","09 Dec, 2013","1.5562","1.4904"
"Close Ended","HDFC FMP 24M November 2011 (1)","HDFC FMP 24M November 2011 (1) Quarterly Dividend Option","09 Dec, 2013","0.1432","0.1371"
"Close Ended","HDFC FMP 35D November 2010 (1)","HDFC FMP 35D November 2010 (1) Dividend Option","16 Dec, 2010","0.0657","0.0612"
"Close Ended","HDFC FMP 1120D June 2012 (1)","HDFC FMP 1120D June 2012 (1) Dividend Option","14 Jul, 2015","2.1223","1.9663"
"Close Ended","HDFC FMP 1120D June 2012 (1)","HDFC FMP 1120D June 2012 (1) Quarterly Dividend Option","25 Sep, 2017","0.1451","0.1344"
"Close Ended","HDFC FMP 367D JUNE 2007 ","HDFC FMP 367D JUNE 2007 - RETAIL PLAN NORMAL DIVIDEND OPTION","26 Jun, 2008","0.8220","0.7650"
"Close Ended","HDFC FMP 367D JUNE 2007 ","HDFC FMP 367D JUNE 2007 - RETAIL PLAN QUATERLY DIVIDEND OPTION","25 Mar, 2008","0.0674","0.0627"
"Close Ended","HDFC FMP 367D JUNE 2007 ","HDFC FMP 367D JUNE 2007 - WHOLESALE PLAN QUATERLY DIVIDEND OPTION","26 Jun, 2008","0.5977","0.5563"
"Close Ended","HDFC FMP 392D March 2012 (2)","HDFC FMP 392D March 2012 (1) Dividend Option","10 Apr, 2013","0.9427","0.8032"
"Close Ended","HDFC FMP 392D March 2012 (2)","HDFC FMP 392D March 2012 (1) Quarterly Dividend Option","10 Apr, 2013","0.2338","0.1992"
"Close Ended","HDFC FMP 392D March 2012 (2)","HDFC FMP 392D March 2012 (2) Dividend Option","17 Apr, 2013","0.9783","0.8336"
"Close Ended","HDFC FMP 392D March 2012 (2)","HDFC FMP 392D March 2012 (2) Quarterly Dividend Option","17 Apr, 2013","0.2583","0.2201"
"Close Ended","HDFC FMP 370D MARCH 2008 (1) ","HDFC FMP 370D MARCH 2008 (1) RETAIL PLAN - NORMAL DIVIDEND OPTION","06 Apr, 2009","0.8603","0.8007"
"Close Ended","HDFC FMP 369D June 2013 (1)","HDFC FMP 369D June 2013 (1)-Regular Option-Dividend Option","30 Jun, 2014","0.6529","0.6253"
"Close Ended","HDFC FMP 369D June 2013 (1)","HDFC FMP 369D June 2013 (1)-Direct Option-Dividend Option","30 Jun, 2014","0.6572","0.6294"
"Close Ended","HDFC FMP 369D June 2013 (1)","HDFC FMP 369D June 2013 (1)-Regular Option-Quarterly Dividend Option","30 Jun, 2014","0.1946","0.1864"
"Close Ended","HDFC FMP 391D March 2012 (1)","HDFC FMP 391D March 2012 (1) Quarterly Dividend Option","22 Apr, 2013","0.2592","0.2208"
"Close Ended","HDFC FMP 391D March 2012 (1)","HDFC FMP 391D March 2012 (1) Dividend Option","10 Apr, 2013","0.0000","0.0000"
"Close Ended","HDFC FMP 370D March 2011 (5) ","HDFC FMP 370D March 2011 (5) - Dividend Option","03 Apr, 2012","0.8704","0.7460"
"Close Ended","HDFC FMP 370D March 2011 (5) ","HDFC FMP 370D March 2011 (5) - Quarterly Dividend Option","03 Apr, 2012","0.2305","0.1976"
"Close Ended","HDFC FMP 36M November 2011 (1)","HDFC FMP 36M November 2011 (1) Dividend Option","16 Dec, 2014","0.0242","0.0225"
"Close Ended","HDFC FMP 36M November 2011 (1)","HDFC FMP 36M November 2011 (1) Quarterly Dividend Option","16 Dec, 2014","0.0242","0.0225"
"Close Ended","HDFC FMP 370D January 2012 (4) ","HDFC FMP 370D January 2012 (4) - Dividend Option","04 Feb, 2013","0.8784","0.7528"
"Close Ended","HDFC FMP 370D January 2012 (4) ","HDFC FMP 370D January 2012 (4) - Quarterly Dividend Option","04 Feb, 2013","0.0877","0.0751"
"Close Ended","HDFC FMP 36M JUNE 2007 ","HDFC FMP 36M JUNE 2007 - RETAIL PLAN NORMAL DIVIDEND OPTION","05 Jul, 2010","2.7871","2.5977"
"Close Ended","HDFC FMP 36M JUNE 2007 ","HDFC FMP 36M JUNE 2007 - WHOLESALE PLAN QUATERLY DIVIDEND OPTION","05 Jul, 2010","0.8746","0.8151"
"Close Ended","HDFC FMP 36M JUNE 2007 ","HDFC FMP 36M JUNE 2007 - RETAIL PLAN QUATERLY DIVIDEND OPTION","25 Mar, 2010","0.1090","0.1014"
"Close Ended","HDFC FMP 390D March 2012 (1)","HDFC FMP 390D March 2012 (1) Dividend Option","22 Apr, 2013","0.9278","0.7905"
"Close Ended","HDFC FMP 390D March 2012 (1)","HDFC FMP 390D March 2012 (1) Quarterly Dividend Option","10 Apr, 2013","0.0000","0.0000"
"Close Ended","HDFC FMP 370D November 2010 (1)","HDFC FMP 370D November 2010 (1) Dividend Option","08 Nov, 2011","0.7649","0.6556"
"Close Ended","HDFC FMP 370D November 2010 (1)","HDFC FMP 370D November 2010 (1) Quarterly Dividend Option","25 Mar, 2011","0.1872","0.1745"
"Close Ended","HDFC FMP 370D March 2011 (4) ","HDFC FMP 370D March 2011 (4) - Growth Option","26 Dec, 2011","0.2006","0.1719"
"Close Ended","HDFC FMP 370D November 2011 (1) ","HDFC FMP 370D November 2011 (1) - Quarterly Dividend Option","25 Jun, 2012","0.2647","0.2268"
"Close Ended","HDFC FMP 370D March 2011 (3) ","HDFC FMP 370D March 2011 (3) - Quarterly Dividend Option","27 Jun, 2011","0.2441","0.2092"
"Close Ended","HDFC FMP 370D JANUARY 2012 (3) ","HDFC FMP 370D JANUARY 2012 (3) - Dividend Option","21 Jan, 2013","0.8720","0.7474"
"Close Ended","HDFC FMP 370D JANUARY 2012 (3) ","HDFC FMP 370D JANUARY 2012 (3) - Dividend Option","21 Jan, 2013","0.2597","0.2226"
"Close Ended","HDFC FMP 370D JUNE 2011 (1) ","HDFC FMP 370D JUNE 2011 (1) - Quarterly Dividend Option","26 Mar, 2012","0.1915","0.1641"
"Close Ended","HDFC FMP 384D March 2013 (1)","HDFC FMP 384D March 2013 (1)-Direct Option-Quarterly Dividend Option","25 Mar, 2014","0.1722","0.1649"
"Close Ended","HDFC FMP 384D March 2013 (1)","HDFC FMP 384D March 2013 (1)-Regular Option-Quarterly Dividend Option","25 Mar, 2014","0.1709","0.1637"
"Close Ended","HDFC FMP 370D November 2011 (2)","HDFC FMP 370D November 2011 (2) - Dividend Option","26 Nov, 2012","0.8488","0.7275"
"Close Ended","HDFC FMP 370D November 2011 (2)","HDFC FMP 370D November 2011 (2) - Quarterly Dividend Option","25 Jun, 2012","0.2677","0.2294"
"Close Ended","HDFC FMP 370D November 2011 (3)","HDFC FMP 370D November 2011 (3) Dividend Option","03 Dec, 2012","0.8579","0.7353"
"Close Ended","HDFC FMP 370D November 2011 (3)","HDFC FMP 370D November 2011 (3) - Quarterly Dividend Option","26 Mar, 2012","0.2008","0.1721"
"Close Ended","HDFC FMP 370D March 2011 (2) ","HDFC FMP 370D March 2011 (2) - Quarterly Dividend Option","13 Mar, 2012","0.1736","0.1488"
"Close Ended","HDFC FMP 370D March 2011 (2) ","HDFC FMP 370D March 2011 (2) - Dividend Option","13 Mar, 2012","0.8875","0.7607"
"Close Ended","HDFC FMP 370D JUNE 2011 (2) ","HDFC FMP 370D JUNE 2011 (2) - Quarterly Dividend Option","26 Mar, 2012","0.1864","0.1597"
"Close Ended","HDFC FMP 370D MARCH 2008 (2) ","HDFC FMP 370D MARCH 2008 (2) WHOLESALE PLAN - NORMAL DIVIDEND OPTION","06 Apr, 2009","0.8704","0.8101"
"Close Ended","HDFC FMP 370D MARCH 2008 (2) ","HDFC FMP 370D MARCH 2008 (2) RETAIL PLAN - NORMAL DIVIDEND OPTION","06 Apr, 2009","0.8704","0.8101"
"Close Ended","HDFC FMP 370D MARCH 2008 (2) ","HDFC FMP 370D MARCH 2008 (2) RETAIL PLAN - QUARTERLY DIVIDEND OPTION","06 Apr, 2009","0.2906","0.2704"
"Close Ended","HDFC FMP 371D November 2012 (1)","HDFC FMP 371D November 2012 (1) Dividend Option","26 Nov, 2013","0.6724","0.6440"
"Close Ended","HDFC FMP 371D November 2012 (1)","HDFC FMP 371D November 2012 (1) Quarterly Dividend Option","25 Sep, 2013","0.1357","0.1300"
"Close Ended","HDFC FMP 370D January 2012 (2) ","HDFC FMP 370D January 2012 (2) - Quarterly Dividend Option","26 Mar, 2012","0.1036","0.0888"
"Close Ended","HDFC FMP 371D November 2012 (2)","HDFC FMP 371D November 2012 (2) Dividend Option","10 Dec, 2013","0.6819","0.6530"
"Close Ended","HDFC FMP 371D November 2012 (2)","HDFC FMP 371D November 2012 (2) Quarterly Dividend Option","25 Jun, 2013","0.1892","0.1812"
"Close Ended","HDFC FMP 370D JUNE 2011 (3) ","HDFC FMP 370D JUNE 2011 (3) - Dividend Option","26 Jun, 2012","0.8594","0.7366"
"Close Ended","HDFC FMP 370D JUNE 2011 (3) ","HDFC FMP 370D JUNE 2011 (3) - Quarterly Dividend Option","26 Mar, 2012","0.1813","0.1554"
"Close Ended","HDFC FMP 370D March 2012 (2)","HDFC FMP 370D March 2012 (2) Dividend Option","08 Apr, 2013","0.8606","0.7333"
"Close Ended","HDFC FMP 370D March 2012 (2)","HDFC FMP 370D March 2012 (2) Quarterly Dividend Option","08 Apr, 2013","0.2282","0.1944"
"Close Ended","HDFC FMP 370D November 2010 (2)","HDFC FMP 370D November 2010 (2) Quarterly Dividend Option","26 Sep, 2011","0.2063","0.1769"
"Close Ended","HDFC FMP 370D JUNE 2011 (4) ","HDFC FMP 370D JUNE 2011 (4) - Quarterly Dividend Option","03 Apr, 2012","0.2570","0.2202"
"Close Ended","HDFC FMP 370D JUNE 2011 (4) ","HDFC FMP 370D JUNE 2011 (4) - Dividend Option","03 Apr, 2012","0.8644","0.7409"
"Close Ended","HDFC FMP 370D January 2012 (1) ","HDFC FMP 370D January 2012 (1) - Quarterly Dividend Option","25 Sep, 2012","0.2189","0.1876"
"Close Ended","HDFC FMP 92D November 2011 (1) ","HDFC FMP 92D November 2011 (1) - Dividend Option","21 Feb, 2012","0.2030","0.1740"
"Close Ended","HDFC FMP 92D November 2011 (2)","HDFC FMP 92D November 2011 (2) Dividend Option","29 Feb, 2012","0.2062","0.1768"
"Close Ended","HDFC FMP 370D March 2011 (1) ","HDFC FMP 370D March 2011 (1) - Dividend Option","12 Mar, 2012","0.9075","0.7778"
"Close Ended","HDFC FMP 370D March 2011 (1) ","HDFC FMP 370D March 2011 (1) - Quarterly Dividend Option","12 Mar, 2012","0.1723","0.1477"
"Close Ended","HDFC FMP 100D October 2010 (1)","HDFC FMP 100D October 2010 (1) Dividend Option","31 Jan, 2011","0.1872","0.1745"
"Close Ended","HDFC FMP 100D October 2010 (2)","HDFC FMP 100D October 2010 (2) Dividend Option","03 Feb, 2011","0.1840","0.1715"
"Close Ended","HDFC FMP 371D June 2012 (1)","HDFC FMP 372D June 2012 (1) Dividend Option","11 Jun, 2013","0.7616","0.7294"
"Close Ended","HDFC FMP 371D June 2012 (1)","HDFC FMP 372D June 2012 (1) Quarterly Dividend Option","11 Jun, 2013","0.1509","0.1445"
"Close Ended","HDFC FMP 371D June 2012 (1)","HDFC FMP 371D June 2012 (1) Dividend Option","02 Jul, 2013","0.7446","0.7131"
"Close Ended","HDFC FMP 371D June 2012 (1)","HDFC FMP 371D June 2012 (1) Quarterly Dividend Option","02 Jul, 2013","0.1896","0.1816"
"Close Ended","HDFC FMP 18M JANUARY 2008 ","HDFC FMP 18M JANUARY 2008 RETAIL PLAN - QUARTERLY DIVIDEND OPTION","07 Aug, 2009","0.7289","0.6784"
"Close Ended","HDFC FMP 18M JANUARY 2008 ","HDFC FMP 18M JANUARY 2008 RETAIL PLAN - NORMAL DIVIDEND OPTION","07 Aug, 2009","1.2375","1.1518"
"Close Ended","HDFC FMP 372D June 2012 (2)","HDFC FMP 372D June 2012 (2) Dividend Option","18 Jun, 2013","0.7373","0.7062"
"Close Ended","HDFC FMP 372D June 2012 (2)","HDFC FMP 372D June 2012 (2) Quarterly Dividend Option","18 Jun, 2013","0.1637","0.1568"
"Close Ended","HDFC FMP 100D October 2010 (3)","HDFC FMP 100D October 2010 (3) Dividend Option","10 Feb, 2011","0.1852","0.1726"
"Close Ended","HDFC FMP 372D June 2012 (3)","HDFC FMP 372D June 2012 (3) Dividend Option","25 Jun, 2013","0.7449","0.7134"
"Close Ended","HDFC FMP 372D June 2012 (3)","HDFC FMP 372D June 2012 (3) Quarterly Dividend Option","25 Jun, 2013","0.1771","0.1696"
"Close Ended","HDFC FMP 16M January 2007","HDFC FMP 16M January 2007- RETAIL PLAN - Quarterly Dividend Option","25 Mar, 2008","0.1390","0.1294"
"Close Ended","HDFC FMP 1203D January 2012 (1)","HDFC FMP 1203D January 2012 (1) Quarterly Option","25 Sep, 2017","0.1416","0.1312"
"Close Ended","HDFC FMP 370D September 2010 (1)","HDFC FMP 370D September 2010 (1) - Quaterly Dividend Option","25 Mar, 2011","0.1710","0.1594"
"Close Ended","HDFC FMP 371D September 2012 (1)","HDFC FMP 371D September 2012 (1) Dividend Option","17 Sep, 2013","0.7024","0.6727"
"Close Ended","HDFC FMP 371D September 2012 (1)","HDFC FMP 371D September 2012 (1) Quarterly Dividend Option","17 Sep, 2013","0.1495","0.1431"
"Close Ended","HDFC FMP 35D September 2010 (1)","HDFC FMP 35D September 2010 (1) Dividend Option","20 Oct, 2010","0.0638","0.0594"
"Close Ended","HDFC FMP 371D September 2013 (1)","HDFC FMP 371D September 2013 (1)-Direct Option-Dividend Option","29 Sep, 2014","0.7614","0.7292"
"Close Ended","HDFC FMP 371D September 2013 (1)","HDFC FMP 371D September 2013 (1)-Regular Option-Quarterly Dividend Option","25 Jun, 2014","0.1941","0.1859"
"Close Ended","HDFC FMP 371D September 2013 (1)","HDFC FMP 371D September 2013 (1)-Regular Option-Dividend Option","29 Sep, 2014","0.7571","0.7251"
"Close Ended","HDFC FMP 371D September 2013 (1)","HDFC FMP 371D September 2013 (1)-Direct Option-Quarterly Dividend Option","25 Jun, 2014","0.1951","0.1868"
"Close Ended","HDFC FMP 370D September 2010 (2)","HDFC FMP 370D September 2010 (2) Growth Option","19 Oct, 2011","0.1717","0.1472"
"Close Ended","HDFC FMP 370D September 2010 (2)","HDFC FMP 370D September 2010 (2) Quaterly Dividend  Option","27 Jun, 2011","0.1772","0.1519"
"Close Ended","HDFC FMP 370D September 2010 (2)","HDFC FMP 370D September 2010 (2) Dividend Option","19 Oct, 2011","0.7197","0.6169"
