"Fund Category","Fund Name","Scheme Name","Dividend Date","Dividend Individual/ HUF (Rs) per Unit","Dividend Others (Rs) per Unit"
"Close Ended","HDFC FMP 369D February 2014 (1)","HDFC FMP 369D February 2014 (1) Series 29 - Direct - Normal Dividend","10 Feb, 2015","0.7047","0.6536"
"Close Ended","HDFC FMP 369D February 2014 (1)","HDFC FMP 369D February 2014 (1) Series 29 - Direct - Quarterly Dividend","25 Sep, 2017","0.1563","0.1448"
"Close Ended","HDFC Debt Fund For Cancer Cure 2014","HDFC Debt Fund for Cancer Cure - 100% Direct Option - 2014 Dividend Donation","17 Mar, 2017","0.2807","0.2600"
"Close Ended","HDFC Debt Fund For Cancer Cure 2014","HDFC Debt Fund for Cancer Cure - 100% Regular Option - 2014 Dividend Donation","23 Mar, 2017","0.0088","0.0082"
"Close Ended","HDFC FMP 372D FEBRUARY 2014 (1)","HDFC FMP 372D February 2014 (1) Series 29 - Regular - Normal Dividend","10 Feb, 2015","0.7089","0.6574"
"Close Ended","HDFC FMP 372D FEBRUARY 2014 (1)","HDFC FMP 372D February 2014 (1) Series 29 - Direct - Normal Dividend","17 Apr, 2017","1.3823","1.2807"
"Close Ended","HDFC FMP 372D FEBRUARY 2014 (1)","HDFC FMP 372D February 2014 (1) Series 29 - Direct - Quarterly Dividend","25 Sep, 2017","0.1559","0.1445"
"Close Ended","HDFC FMP 372D FEBRUARY 2014 (1)","HDFC FMP 372D February 2014 (1) Series 29 - Regular - Quarterly Dividend","17 Apr, 2017","0.0250","0.0232"
"Close Ended","HDFC FMP 453D FEBRUARY 2014 (1)","HDFC FMP 453D February 2014 (1) Series 29 - Direct - Normal Dividend","05 May, 2015","0.8692","0.8053"
"Close Ended","HDFC FMP 453D FEBRUARY 2014 (1)","HDFC FMP 453D February 2014 (1) Series 29 - Regular - Normal Dividend","05 May, 2015","0.8341","0.7728"
"Close Ended","HDFC FMP 453D FEBRUARY 2014 (1)","HDFC FMP 453D February 2014 (1) Series 29 - Regular - Quarterly Dividend","27 Mar, 2017","0.1388","0.1286"
"Close Ended","HDFC FMP 840D JANUARY 2014  (1)","HDFC FMP 840D January 2014 (1) Series 29 - Direct - Normal Dividend","10 Apr, 2017","0.4724","0.4377"
"Close Ended","HDFC FMP 840D JANUARY 2014  (1)","HDFC FMP 840D January 2014 (1) Series 29 - Regular - Quarterly Dividend","25 Sep, 2017","0.1889","0.1750"
"Close Ended","HDFC FMP 840D JANUARY 2014  (1)","HDFC FMP 840D January 2014 (1) Series 29 - Direct - Quarterly Dividend","25 Sep, 2017","0.1823","0.1689"
"Close Ended","HDFC FMP 840D JANUARY 2014  (1)","HDFC FMP 840D January 2014 (1) Series 29 - Regular - Normal Dividend","10 Apr, 2017","0.4656","0.4314"
"Close Ended","HDFC Rajiv Gandhi Equity Savings Scheme - Series 2","HDFC Rajiv Gandhi Equity Savings Scheme - 2014 - Series 2 - Direct - Normal Dividend","23 Mar, 2016","1.0000","1.0000"
"Close Ended","HDFC Rajiv Gandhi Equity Savings Scheme - Series 2","HDFC Rajiv Gandhi Equity Savings Scheme - 2014 - Series 2- Regular - Normal Dividend","23 Mar, 2016","1.0000","1.0000"
"Close Ended","HDFC FMP 371D January 2014 (2)","HDFC FMP 371D January 2014 (2) Series 29 - Regular - Normal Dividend","03 Feb, 2015","0.7047","0.6535"
"Close Ended","HDFC FMP 371D January 2014 (2)","HDFC FMP 371D January 2014 (2) Series 29 - Regular - Flexi","03 Feb, 2015","0.0000","0.0000"
"Close Ended","HDFC FMP 371D January 2014 (2)","HDFC FMP 371D January 2014 (2) - Direct Option-Flexi Option","03 Feb, 2015","0.0000","0.0000"
"Close Ended","HDFC FMP 371D January 2014 (2)","HDFC FMP 371D January 2014 (2) Series 29 - Direct - Normal Dividend","17 Apr, 2017","1.3605","1.2604"
"Close Ended","HDFC FMP 371D January 2014 (2)","HDFC FMP 371D January 2014 (2) Series 29 - Direct - Quarterly Dividend","25 Sep, 2017","0.1544","0.1430"
"Close Ended","HDFC FMP 371D January 2014 (2)","HDFC FMP 371D January 2014 (2) Series 29 - Regular - Quarterly Dividend","27 Mar, 2017","0.1115","0.1033"
"Close Ended","HDFC FMP 472D January 2014 (1)","HDFC FMP 472D January 2014 (1) Series 29 - Direct - Normal Dividend","14 May, 2015","0.8829","0.8180"
"Close Ended","HDFC FMP 472D January 2014 (1)","HDFC FMP 472D January 2014 (1) Series 29 - Regular - Normal Dividend","14 May, 2015","0.8464","0.7841"
"Close Ended","HDFC FMP 472D January 2014 (1)","HDFC FMP 472D January 2014 (1) Series 29 - Regular - Quarterly Dividend","27 Mar, 2017","0.1177","0.1090"
"Close Ended","HDFC FMP 1175D January 2014 (1)","HDFC FMP 1175D January 2014 (1) Series 29 - Regular - Quarterly Dividend","25 Mar, 2019","0.1368","0.1267"
"Close Ended","HDFC FMP 1175D January 2014 (1)","HDFC FMP 1175D January 2014 (1) Series 29 - Direct - Quarterly Dividend","25 Mar, 2019","0.1413","0.1308"
"Close Ended","HDFC FMP 370D January 2014 (1)","HDFC FMP 370D January 2014 (1) Series 29 - Regular - Normal Dividend","28 Jan, 2015","0.6880","0.6381"
"Close Ended","HDFC FMP 478D January 2014 (1)","HDFC FMP 478D January 2014 (1) Series 29 - Regular - Normal Dividend","18 May, 2015","0.8648","0.8012"
"Close Ended","HDFC FMP 478D January 2014 (1)","HDFC FMP 478D January 2014 (1) Series 29 - Direct - Normal Dividend","18 May, 2015","0.9021","0.8358"
"Close Ended","HDFC FMP 478D January 2014 (1)","HDFC FMP 478D January 2014 (1) Series 29 - Direct - Quarterly Dividend","25 Sep, 2017","0.1497","0.1387"
"Close Ended","HDFC FMP 478D January 2014 (1)","HDFC FMP 478D January 2014 (1) Series 29 - Regular - Quarterly Dividend","25 Sep, 2017","0.1455","0.1348"
"Close Ended","HDFC FMP 372D JANUARY 2014 (1)","HDFC FMP 372D January 2014 (1) Series 29 - Regular - Normal Dividend","27 Jan, 2015","0.6880","0.6380"
"Close Ended","HDFC FMP 372D JANUARY 2014 (1)","HDFC FMP 372D January 2014 (1) Series 29 - Direct - Normal Dividend","27 Jan, 2015","0.6920","0.6417"
"Close Ended","HDFC FMP 372D JANUARY 2014 (1)","HDFC FMP 372D January 2014 (1) Series 29 - Direct - Quarterly Dividend","25 Sep, 2017","0.1459","0.1352"
"Close Ended","HDFC FMP 372D JANUARY 2014 (1)","HDFC FMP 372D January 2014 (1) Series 29 - Regular - Quarterly Dividend","25 Sep, 2017","0.1598","0.1481"
"Close Ended","HDFC FMP 369D January 2014 (1)","HDFC FMP 369D January 2014 (1) Series 29 - Regular - Normal Dividend","24 Jan, 2017","1.2199","1.1302"
"Close Ended","HDFC FMP 369D January 2014 (1)","HDFC FMP 369D January 2014 (1) Series 29 - Regular - Quarterly Dividend","24 Jan, 2017","0.0353","0.0327"
"Close Ended","HDFC FMP 369D January 2014 (1)","HDFC FMP 369D January 2014 (1) Series 29 - Direct - Normal Dividend","24 Jan, 2017","1.2371","1.1461"
"Close Ended","HDFC FMP 369D January 2014 (1)","HDFC FMP 369D January 2014 (1) Series 29 - Direct - Quarterly Dividend","24 Jan, 2017","0.0360","0.0333"
"Close Ended","HDFC FMP 491D JANUARY 2014 (1)","HDFC FMP 491D January 2014 (1) Series 29 - Direct - Normal Dividend","14 May, 2015","0.9237","0.8558"
"Close Ended","HDFC FMP 491D JANUARY 2014 (1)","HDFC FMP 491D January 2014 (1) Series 29 - Regular - Normal Dividend","14 May, 2015","0.8855","0.8204"
"Close Ended","HDFC FMP 491D JANUARY 2014 (1)","HDFC FMP 491D January 2014 (1) Series 29 - Regular - Quarterly Dividend","25 Sep, 2017","0.1507","0.1396"
"Close Ended","HDFC FMP 491D JANUARY 2014 (1)","HDFC FMP 491D January 2014 (1) Series 29 - Direct - Quarterly Dividend","27 Mar, 2017","0.1393","0.1290"
"Close Ended","HDFC FMP 371D January 2014 (1)","HDFC FMP 371D January 2014 (1) Series 29 - Direct - Normal Dividend","13 Jan, 2015","0.6870","0.6371"
"Close Ended","HDFC FMP 371D January 2014 (1)","HDFC FMP 371D January 2014 (1) Series 29 - Regular - Normal Dividend","13 Jan, 2015","0.6830","0.6334"
"Close Ended","HDFC FMP 371D January 2014 (1)","HDFC FMP 371D January 2014 (1) Series 29 - Regular - Quarterly Dividend","25 Sep, 2017","0.1660","0.1538"
"Close Ended","HDFC FMP 371D January 2014 (1)","HDFC FMP 371D January 2014 (1) Series 29 - Direct - Quarterly Dividend","25 Sep, 2017","0.0631","0.0585"
"Close Ended","HDFC FMP 372D December 2013 (2)","HDFC FMP 372D December 2013 (2) Series 29 - Direct - Normal Dividend","09 Dec, 2014","0.6953","0.6448"
"Close Ended","HDFC FMP 372D December 2013 (2)","HDFC FMP 372D December 2013 (2) Series 29 - Regular - Normal Dividend","06 Jan, 2015","0.6913","0.6411"
"Close Ended","HDFC FMP 372D December 2013 (2)","HDFC FMP 372D December 2013 (2) Series 29 - Direct - Quarterly Dividend","25 Sep, 2017","0.1355","0.1256"
"Close Ended","HDFC FMP 372D December 2013 (2)","HDFC FMP 372D December 2013 (2) Series 29 - Regular - Quarterly Dividend","25 Sep, 2017","0.1466","0.1358"
"Close Ended","HDFC FMP 372D December 2013 (1)","HDFC FMP 372D December 2013 (1) Series 29 - Direct - Normal Dividend","30 Dec, 2014","0.6921","0.6418"
"Close Ended","HDFC FMP 372D December 2013 (1)","HDFC FMP 372D December 2013 (1) Series 29 - Regular - Normal Dividend","30 Dec, 2014","0.6880","0.6381"
"Close Ended","HDFC FMP 372D December 2013 (1)","HDFC FMP 372D December 2013 (1) Series 29 - Direct - Quarterly Dividend","25 Sep, 2017","0.1458","0.1350"
"Close Ended","HDFC FMP 372D December 2013 (1)","HDFC FMP 372D December 2013 (1) Series 29 - Regular - Quarterly Dividend","25 Sep, 2017","0.1394","0.1292"
"Close Ended","HDFC FMP 504D December 2013 (1)","HDFC FMP 504D December 2013 (1) Series 29 - Regular - Normal Dividend","14 May, 2015","0.9077","0.8410"
"Close Ended","HDFC FMP 504D December 2013 (1)","HDFC FMP 504D December 2013 (1) Series 29 - Direct - Normal Dividend","14 May, 2015","0.9472","0.8775"
"Close Ended","HDFC FMP 504D December 2013 (1)","HDFC FMP 504D December 2013 (1) Series 29 - Direct - Quarterly Dividend","27 Mar, 2017","0.1382","0.1281"
"Close Ended","HDFC FMP 504D December 2013 (1)","HDFC FMP 504D December 2013 (1) Series 29 - Regular - Quarterly Dividend","25 Sep, 2017","0.1365","0.1265"
"Close Ended","HDFC FMP 369D DECEMBER 2013 (1)","HDFC FMP 369D December 2013 (1) Series 29 - Regular - Normal Dividend","22 Dec, 2014","0.6899","0.6398"
"Close Ended","HDFC FMP 369D DECEMBER 2013 (1)","HDFC FMP 369D December 2013 (1) Series 29 - Direct - Normal Dividend","22 Dec, 2014","0.6940","0.6436"
"Close Ended","HDFC FMP 369D DECEMBER 2013 (1)","HDFC FMP 369D December 2013 (1) Series 29 - Direct - Quarterly Dividend","25 Sep, 2017","0.2081","0.1928"
"Close Ended","HDFC FMP 369D DECEMBER 2013 (1)","HDFC FMP 369D December 2013 (1) Series 29 - Regular - Quarterly Dividend","25 Sep, 2017","0.2024","0.1876"
"Close Ended","HDFC FMP 531D December 2013 (1)","HDFC FMP 531D December 2013 (1) Series 29 - Direct - Normal Dividend","22 Feb, 2017","1.0324","0.9565"
"Close Ended","HDFC FMP 531D December 2013 (1)","HDFC FMP 531D December 2013 (1) Series 29 - Regular - Normal Dividend","22 Feb, 2017","1.0180","0.9431"
"Close Ended","HDFC FMP 531D December 2013 (1)","HDFC FMP 531D December 2013 (1) Series 29 - Direct - Quarterly Dividend","22 Feb, 2017","0.0770","0.0713"
"Close Ended","HDFC FMP 531D December 2013 (1)","HDFC FMP 531D December 2013 (1) Series 29 - Regular - Quarterly Dividend","25 Sep, 2017","0.1620","0.1501"
"Close Ended","HDFC FMP 371D DECEMBER 2013 (2)","HDFC FMP 371D December 2013 (2) Series 29 - Direct - Normal Dividend","20 Dec, 2016","1.2523","1.1602"
"Close Ended","HDFC FMP 371D DECEMBER 2013 (2)","HDFC FMP 371D December 2013 (2) Series 29 - Regular - Normal Dividend","20 Dec, 2016","1.2352","1.1444"
"Close Ended","HDFC FMP 371D DECEMBER 2013 (2)","HDFC FMP 371D December 2013 (2) Series 29 - Regular - Quarterly Dividend","25 Sep, 2017","0.1461","0.1354"
"Close Ended","HDFC FMP 371D DECEMBER 2013 (2)","HDFC FMP 371D December 2013 (2) Series 29 - Direct - Quarterly Dividend","25 Sep, 2017","0.1384","0.1282"
"Close Ended","HDFC FMP 540D DECEMBER 2013 (1)","HDFC FMP 540D December 2013 (1) Series 28 - Direct - Quarterly Dividend","22 Feb, 2017","0.0747","0.0692"
"Close Ended","HDFC FMP 540D DECEMBER 2013 (1)","HDFC FMP 540D December 2013 (1) Series 28 - Direct - Normal Dividend","22 Feb, 2017","1.0349","0.9588"
"Close Ended","HDFC FMP 540D DECEMBER 2013 (1)","HDFC FMP 540D December 2013 (1) Series 28 - Regular - Normal Dividend","22 Feb, 2017","1.0201","0.9451"
"Close Ended","HDFC FMP 540D DECEMBER 2013 (1)","HDFC FMP 540D December 2013 (1) Series 28 - Regular - Quarterly Dividend","25 Sep, 2017","0.1754","0.1625"
"Close Ended","HDFC FMP 371D DECEMBER 2013 (1)","HDFC FMP 371D December 2013 (1) Series 28 - Regular - Normal Dividend","09 Dec, 2014","0.6769","0.6278"
"Close Ended","HDFC FMP 371D DECEMBER 2013 (1)","HDFC FMP 371D December 2013 (1) Series 28 - Direct - Normal Dividend","20 Dec, 2016","1.2645","1.1716"
"Close Ended","HDFC FMP 371D DECEMBER 2013 (1)","HDFC FMP 371D December 2013 (1) Series 28 - Direct - Quarterly Dividend","25 Sep, 2017","0.1452","0.1345"
"Close Ended","HDFC FMP 371D DECEMBER 2013 (1)","HDFC FMP 371D December 2013 (1) Series 28 - Regular - Quarterly Dividend","25 Sep, 2017","0.1469","0.1361"
"Close Ended","HDFC FMP 370D November 2013 (1)","HDFC FMP 370D November 2013 (1) Series 28 - Direct - Quarterly Dividend","25 Mar, 2014","0.2236","0.2141"
"Close Ended","HDFC FMP 370D November 2013 (1)","HDFC FMP 370D November 2013 (1) Series 28 - Direct - Normal Dividend","13 Dec, 2016","1.2708","1.1773"
"Close Ended","HDFC FMP 370D November 2013 (1)","HDFC FMP 370D November 2013 (1) Series 28 - Regular - Normal Dividend","13 Dec, 2016","1.2536","1.1615"
"Close Ended","HDFC FMP 370D November 2013 (1)","HDFC FMP 370D November 2013 (1) Series 28 - Regular - Quarterly Dividend","28 Mar, 2016","0.1277","0.1183"
"Close Ended","HDFC FMP 538D November 2013 (1)","HDFC FMP 538D November 2013 (1) Series 28 - Regular - Normal Dividend","19 May, 2015","0.9701","0.8988"
"Close Ended","HDFC FMP 538D November 2013 (1)","HDFC FMP 538D November 2013 (1) Series 28 - Direct - Normal Dividend","19 May, 2015","1.0126","0.9382"
"Close Ended","HDFC FMP 538D November 2013 (1)","HDFC FMP 538D November 2013 (1) Series 28 - Direct - Quarterly Dividend","19 May, 2015","0.1112","0.1031"
"Close Ended","HDFC FMP 538D November 2013 (1)","HDFC FMP 538D November 2013 (1) Series 28 - Regular - Quarterly Dividend","27 Mar, 2017","0.1376","0.1275"
"Close Ended","HDFC FMP 923D November 2013 (1)","HDFC FMP 923D November 2013 (1) Series 28 - Regular - Quarterly Dividend","10 Apr, 2017","0.2511","0.2326"
"Close Ended","HDFC FMP 923D November 2013 (1)","HDFC FMP 923D November 2013 (1) Series 28 - Regular - Normal Dividend","10 Apr, 2017","0.4593","0.4255"
"Close Ended","HDFC FMP 923D November 2013 (1)","HDFC FMP 923D November 2013 (1) Series 28 - Direct - Normal Dividend","10 Apr, 2017","0.4660","0.4317"
"Close Ended","HDFC FMP 923D November 2013 (1)","HDFC FMP 923D November 2013 (1) Series 28 - Direct - Quarterly Dividend","10 Apr, 2017","0.2006","0.1858"
"Close Ended","HDFC FMP 371D November 2013 (2)","HDFC FMP 371D November 2013 (2)-Regular Option-Dividend Option","18 Nov, 2014","0.6655","0.6172"
"Close Ended","HDFC FMP 371D November 2013 (2)","HDFC FMP 371D November 2013 (2) Series 28 - Direct - Normal Dividend","18 Nov, 2014","0.6695","0.6209"
"Close Ended","HDFC FMP 371D November 2013 (2)","HDFC FMP 371D November 2013 (2) Series 28 - Direct - Quarterly Dividend","28 Mar, 2016","0.1343","0.1244"
"Close Ended","HDFC FMP 371D November 2013 (2)","HDFC FMP 371D November 2013 (2) Series 28 - Regular - Quarterly Dividend","26 Sep, 2016","0.1383","0.1282"
"Close Ended","HDFC FMP 554D November 2013 (1)","HDFC FMP 554D November 2013 (1) Series 28 - Direct - Normal Dividend","19 May, 2015","1.0340","0.9580"
"Close Ended","HDFC FMP 554D November 2013 (1)","HDFC FMP 554D November 2013 (1) Series 28 - Regular - Normal Dividend","19 May, 2015","0.9909","0.9181"
"Close Ended","HDFC FMP 554D November 2013 (1)","HDFC FMP 554D November 2013 (1) Series 28 - Direct - Quarterly Dividend","27 Mar, 2017","0.1377","0.1276"
"Close Ended","HDFC FMP 554D November 2013 (1)","HDFC FMP 554D November 2013 (1) Series 28 - Regular - Quarterly Dividend","27 Mar, 2017","0.1501","0.1391"
"Close Ended","HDFC FMP 371D November 2013 (1)","HDFC FMP 371D November 2013 (1) Series 28 - Direct - Normal Dividend","11 Nov, 2014","0.6544","0.6068"
"Close Ended","HDFC FMP 371D November 2013 (1)","HDFC FMP 371D November 2013 (1) Series 28 - Regular - Normal Dividend","11 Nov, 2014","0.6503","0.6031"
"Close Ended","HDFC FMP 371D November 2013 (1)","HDFC FMP 371D November 2013 (1)-Regular Option-Quarterly Dividend Option","25 Mar, 2014","0.2521","0.2415"
"Close Ended","HDFC FMP 371D November 2013 (1)","HDFC FMP 371D November 2013 (1) Series 28 - Direct - Quarterly Dividend","26 Sep, 2016","0.1413","0.1309"
"Close Ended","HDFC FMP 370D October 2013 (5)","HDFC FMP 370D October 2013 (5) Series 28 - Direct - Normal Dividend","05 Nov, 2014","0.6572","0.6095"
"Close Ended","HDFC FMP 370D October 2013 (5)","HDFC FMP 370D October 2013 (5) Series 28 - Regular - Quarterly Dividend","27 Jun, 2016","0.1697","0.1572"
"Close Ended","HDFC FMP 370D OCTOBER 2013 (4)","HDFC FMP 370D October 2013 (4) Series 28 - Direct - Normal Dividend","29 Oct, 2014","0.6637","0.6155"
"Close Ended","HDFC FMP 370D October 2013 (3)","HDFC FMP 370D October 2013 (3) Series 28 - Regular - Normal Dividend","27 Oct, 2014","0.6620","0.6139"
"Close Ended","HDFC FMP 370D October 2013 (3)","HDFC FMP 370D October 2013 (3) Series 28 - Direct - Normal Dividend","27 Oct, 2014","0.6665","0.6181"
"Close Ended","HDFC FMP 370D October 2013 (3)","HDFC FMP 370D October 2013 (3) Series 28 - Regular - Quarterly Dividend","26 Sep, 2016","0.1353","0.1254"
"Close Ended","HDFC FMP 737D OCTOBER 2013 (1)","HDFC FMP 737D October 2013 (1) Series 28 - Regular - Quarterly Dividend","25 Mar, 2015","0.1470","0.1363"
"Close Ended","HDFC FMP 572D OCTOBER 2013 (1)","HDFC FMP 572D October 2013 (1) Series 28 - Direct - Normal Dividend","12 May, 2015","1.0768","0.9976"
"Close Ended","HDFC FMP 572D OCTOBER 2013 (1)","HDFC FMP 572D October 2013 (1) Series 28 - Regular - Normal Dividend","12 May, 2015","1.0248","0.9495"
"Close Ended","HDFC FMP 572D OCTOBER 2013 (1)","HDFC FMP 572D October 2013 (1) Series 28 - Direct - Quarterly Dividend","27 Mar, 2017","0.1369","0.1268"
"Close Ended","HDFC FMP 572D OCTOBER 2013 (1)","HDFC FMP 572D October 2013 (1) Series 28 - Regular - Quarterly Dividend","27 Mar, 2017","0.1354","0.1254"
"Close Ended","HDFC FMP 372D October 2013 (1)","HDFC FMP 372D October 2013 (1) Series 28 - Direct - Normal Dividend","21 Oct, 2014","0.6600","0.6120"
"Close Ended","HDFC FMP 370D October 2013 (2)","HDFC FMP 370D October 2013 (2) Series 28 - Regular - Normal Dividend","13 Oct, 2014","0.6494","0.6022"
"Close Ended","HDFC FMP 370D October 2013 (2)","HDFC FMP 370D October 2013 (2) Series 28 - Direct - Normal Dividend","13 Oct, 2014","0.6533","0.6058"
"Close Ended","HDFC FMP 370D October 2013 (1)","HDFC FMP 370D October 2013 (1) Series 28 - Direct - Normal Dividend","08 Oct, 2014","0.6957","0.6452"
"Close Ended","HDFC FMP 370D October 2013 (1)","HDFC FMP 370D October 2013 (1) Series 28 - Regular - Normal Dividend","08 Oct, 2014","0.6917","0.6414"
"Close Ended","HDFC FMP 370D October 2013 (1)","HDFC FMP 370D October 2013 (1) Series 28 - Direct - Quarterly Dividend","27 Jun, 2016","0.1683","0.1559"
"Close Ended","HDFC FMP 742D SEPTEMBER 2013 (1)","HDFC FMP 742D September 2013 (1) Series 28 - Regular - Quarterly Dividend","06 Oct, 2015","0.2149","0.1991"
"Close Ended","HDFC FMP 742D SEPTEMBER 2013 (1)","HDFC FMP 742D September 2013 (1) Series 28 - Regular - Normal Dividend","06 Oct, 2015","1.4557","1.3486"
"Close Ended","HDFC FMP 742D SEPTEMBER 2013 (1)","HDFC FMP 742D September 2013 (1) Series 28 - Direct - Quarterly Dividend","25 Mar, 2015","0.1592","0.1476"
"Close Ended","HDFC FMP 742D SEPTEMBER 2013 (1)","HDFC FMP 742D September 2013 (1) Series 28 - Direct - Normal Dividend","10 Oct, 2016","0.5543","0.5136"
"Close Ended","HDFC FMP 370D September 2013 (4)","HDFC FMP 370D September 2013 (4)-Regular Option-Quarterly Dividend Option","23 Sep, 2014","0.1776","0.1701"
"Close Ended","HDFC FMP 370D September 2013 (4)","HDFC FMP 370D September 2013 (4) Series 28 - Regular - Normal Dividend","23 Sep, 2014","0.7885","0.7552"
"Close Ended","HDFC FMP 370D September 2013 (4)","HDFC FMP 370D September 2013 (4)-Direct Option-Quarterly Dividend Option","25 Jun, 2014","0.1880","0.1801"
"Close Ended","HDFC FMP 370D September 2013 (3)","HDFC FMP 370D September 2013 (3) Series 27 - Regular - Normal Dividend","22 Sep, 2014","0.7805","0.7475"
"Close Ended","HDFC FMP 370D September 2013 (3)","HDFC FMP 370D September 2013 (3)-Regular Option-Quarterly Dividend Option","25 Jun, 2014","0.1852","0.1773"
"Close Ended","HDFC FMP 370D September 2013 (3)","HDFC FMP 370D September 2013 (3) Series 27 - Direct - Normal Dividend","22 Sep, 2014","0.8066","0.7725"
"Close Ended","HDFC FMP 370D September 2013 (3)","HDFC FMP 370D September 2013 (3)-Direct Option-Quarterly Dividend Option","25 Jun, 2014","0.1912","0.1831"
