"Fund Category","Fund Name","AmfiCode","Plan Name","NAV Date","NAV Amount"
"Close Ended","HDFC Equity Opp Fund - II - 1126D May 2017 (1)","141430","HDFC Equity Opportunities Fund - II - 1126D May 2017 (2) - Direct - Growth","03 Apr, 2020","8.2520"
"Close Ended","HDFC Equity Opportunities Fund-II-1100D June 2017","141579","HDFC Equity Opportunities Fund - II - 1100D June 2017 (1) - Regular - Normal Dividend","03 Apr, 2020","8.2720"
"Close Ended","HDFC Equity Opportunities Fund-II-1100D June 2017","141578","HDFC Equity Opportunities Fund - II - 1100D June 2017 (1) - Direct - Normal Dividend","03 Apr, 2020","8.5490"
"Close Ended","HDFC Equity Opportunities Fund-II-1100D June 2017","141581","HDFC Equity Opportunities Fund - II - 1100D June 2017 (1) - Regular - Growth","03 Apr, 2020","8.2720"
"Close Ended","HDFC Equity Opportunities Fund-II-1100D June 2017","141580","HDFC Equity Opportunities Fund - II - 1100D June 2017 (1) - Direct - Growth","03 Apr, 2020","8.5490"
"Close Ended","HDFC Focused Equity Fund - Plan B","134335","HDFC Focused Equity Fund - Plan-B - Regular - Normal Dividend","09 May, 2018","12.8790"
"Close Ended","HDFC Focused Equity Fund - Plan B","134333","HDFC Focused Equity Fund - Plan-B - Direct - Normal Dividend","09 May, 2018","13.1080"
"Close Ended","HDFC Focused Equity Fund - Plan B","134336","HDFC Focused Equity Fund - Plan-B - Regular - Growth","09 May, 2018","13.3790"
"Close Ended","HDFC Focused Equity Fund - Plan B","134334","HDFC Focused Equity Fund - Plan-B - Direct - Growth","09 May, 2018","13.6080"
"Close Ended","HDFC Focused Equity Fund - Plan A","133526","HDFC Focused Equity Scheme - Plan-A - - Regular - Normal Dividend","26 Feb, 2018","10.0000"
"Close Ended","HDFC Focused Equity Fund - Plan A","133528","HDFC Focused Equity Scheme - Plan-A - - Direct - Normal Dividend","26 Feb, 2018","10.0000"
"Close Ended","HDFC Focused Equity Fund - Plan A","133527","HDFC Focused Equity Scheme - Plan-A - - Regular - Growth","26 Feb, 2018","12.7370"
"Close Ended","HDFC Focused Equity Fund - Plan A","133529","HDFC Focused Equity Scheme - Plan-A - - Direct - Growth","26 Feb, 2018","12.9480"
"Close Ended","HDFC Inflation Indexed Bond Fund","130581","HDFC Inflation Indexed Bond Fund - Direct Dividend","18 Jul, 2014","10.0000"
"Close Ended","HDFC Inflation Indexed Bond Fund","130553","HDFC Inflation Indexed Bond Fund - Regular Growth","19 Nov, 2015","11.3147"
"Close Ended","HDFC Inflation Indexed Bond Fund","130554","HDFC Inflation Indexed Bond Fund - Regular Quarterly Dividend","01 Jan, 2015","10.7200"
"Close Ended","HDFC Inflation Indexed Bond Fund","130555","HDFC Inflation Indexed Bond Fund - Direct Growth","19 Nov, 2015","11.4807"
"Close Ended","HDFC Inflation Indexed Bond Fund","130556","HDFC Inflation Indexed Bond Fund - Direct Quarterly Dividend","21 Jul, 2015","9.9971"
"Close Ended","HDFC Inflation Indexed Bond Fund","130580","HDFC Inflation Indexed Bond Fund - Regular Dividend","19 Nov, 2015","10.5010"
"Close Ended","HDFC Focused Large-Cap fund","103468","HDFC Focused Large-Cap Fund - Dividend","01 Jan, 2014","10.9280"
"Close Ended","HDFC Focused Large-Cap fund","103469","HDFC Focused Large-Cap Fund - Growth.","20 Jun, 2014","20.9080"
"Close Ended","HDFC Focused Large-Cap fund","118926","HDFC Focused Large-Cap Fund -Direct Plan - Dividend Option","19 Jun, 2014","12.3100"
"Close Ended","HDFC Focused Large-Cap fund","118927","HDFC Focused Large-Cap Fund -Direct Plan - Growth Option","15 Jan, 2014","16.9890"
"Close Ended","HDFC FMP 1177D March 2018 (1)","143058","HDFC FMP 1177D March 2018 (1) - Regular - Normal Dividend - Series-39","03 Apr, 2020","11.4916"
"Close Ended","HDFC FMP 1177D March 2018 (1)","143053","HDFC FMP 1177D March 2018 (1) - Direct - Normal Dividend - Series-39","03 Apr, 2020","11.5626"
"Close Ended","HDFC FMP 1177D March 2018 (1)","143057","HDFC FMP 1177D March 2018 (1) - Regular - Quarterly Dividend - Series-39","03 Apr, 2020","10.0941"
"Close Ended","HDFC FMP 1177D March 2018 (1)","143055","HDFC FMP 1177D March 2018 (1) - Direct - Quarterly Dividend - Series-39","03 Apr, 2020","10.0953"
"Close Ended","HDFC FMP 1177D March 2018 (1)","143056","HDFC FMP 1177D March 2018 (1) - Regular - Growth - Series -39","03 Apr, 2020","11.4916"
"Close Ended","HDFC FMP 1177D March 2018 (1)","143054","HDFC FMP 1177D March 2018 (1) - Direct - Growth - Series -39","03 Apr, 2020","11.5626"
"Close Ended","HDFC FMP 1145D March 2018 (1)","143006","HDFC FMP 1145D March 2018 (1) - Regular - Normal Dividend - Series-39","03 Apr, 2020","11.7210"
"Close Ended","HDFC FMP 1145D March 2018 (1)","143001","HDFC FMP 1145D March 2018 (1) - Direct - Normal Dividend - Series-39","03 Apr, 2020","11.7805"
"Close Ended","HDFC FMP 1145D March 2018 (1)","143004","HDFC FMP 1145D March 2018 (1) - Regular - Quarterly Dividend - Series-39","03 Apr, 2020","10.1184"
"Close Ended","HDFC FMP 1145D March 2018 (1)","143002","HDFC FMP 1145D March 2018 (1) - Direct - Quarterly Dividend - Series-39","03 Apr, 2020","10.1194"
"Close Ended","HDFC FMP 1145D March 2018 (1)","143003","HDFC FMP 1145D March 2018 (1) - Regular - Growth - Series -39","03 Apr, 2020","11.7210"
"Close Ended","HDFC FMP 1145D March 2018 (1)","143005","HDFC FMP 1145D March 2018 (1) - Direct - Growth - Series -39","03 Apr, 2020","11.7805"
"Close Ended","HDFC FMP 1147D March 2018 (1)","142909","HDFC FMP 1147D March 2018 (1) - Regular - Normal Dividend - Series-39","03 Apr, 2020","11.7252"
"Close Ended","HDFC FMP 1147D March 2018 (1)","142907","HDFC FMP 1147D March 2018 (1) - Direct - Normal Dividend - Series-39","03 Apr, 2020","11.7851"
"Close Ended","HDFC FMP 1147D March 2018 (1)","142911","HDFC FMP 1147D March 2018 (1) - Regular - Quarterly Dividend - Series-39","03 Apr, 2020","10.1161"
"Close Ended","HDFC FMP 1147D March 2018 (1)","142908","HDFC FMP 1147D March 2018 (1) - Direct - Quarterly Dividend - Series-39","03 Apr, 2020","10.1172"
"Close Ended","HDFC FMP 1147D March 2018 (1)","142910","HDFC FMP 1147D March 2018 (1) - Regular - Growth - Series -39","03 Apr, 2020","11.7252"
"Close Ended","HDFC FMP 1147D March 2018 (1)","142912","HDFC FMP 1147D March 2018 (1) - Direct - Growth - Series -39","03 Apr, 2020","11.7851"
"Close Ended","HDFC FMP 92D March 2018 (1)","142864","HDFC FMP 92D March 2018 (1) - Regular - Normal Dividend - Series-39","13 Jun, 2018","10.0000"
"Close Ended","HDFC FMP 92D March 2018 (1)","142861","HDFC FMP 92D March 2018 (1) - Direct - Normal Dividend - Series-39","13 Jun, 2018","10.0000"
"Close Ended","HDFC FMP 92D March 2018 (1)","142863","HDFC FMP 92D March 2018 (1) - Regular - Growth - Series -39","13 Jun, 2018","10.1793"
"Close Ended","HDFC FMP 92D March 2018 (1)","142862","HDFC FMP 92D March 2018 (1) - Direct - Growth - Series -39","13 Jun, 2018","10.1820"
"Close Ended","HDFC FMP 1143D March 2018 (1)","142770","HDFC FMP 1143D March 2018 (1) - Regular - Normal Dividend - Series-39","03 Apr, 2020","11.7581"
"Close Ended","HDFC FMP 1143D March 2018 (1)","142769","HDFC FMP 1143D March 2018 (1) - Direct - Normal Dividend - Series-39","03 Apr, 2020","11.8189"
"Close Ended","HDFC FMP 1143D March 2018 (1)","142774","HDFC FMP 1143D March 2018 (1) - Regular - Quarterly Dividend - Series-39","03 Apr, 2020","10.1122"
"Close Ended","HDFC FMP 1143D March 2018 (1)","142772","HDFC FMP 1143D March 2018 (1) - Regular - Growth - Series -39","03 Apr, 2020","11.7581"
"Close Ended","HDFC FMP 1143D March 2018 (1)","142771","HDFC FMP 1143D March 2018 (1) - Direct - Growth - Series -39","03 Apr, 2020","11.8189"
"Close Ended","HDFC FMP 1208D March 2018 (1)","142730","HDFC FMP 1208D March 2018 (1) - Regular - Normal Dividend - Series-39","03 Apr, 2020","11.5452"
"Close Ended","HDFC FMP 1208D March 2018 (1)","142725","HDFC FMP 1208D March 2018 (1) - Direct - Normal Dividend - Series-39","03 Apr, 2020","11.6165"
"Close Ended","HDFC FMP 1208D March 2018 (1)","142728","HDFC FMP 1208D March 2018 (1) - Regular - Quarterly Dividend - Series-39","03 Apr, 2020","10.0946"
"Close Ended","HDFC FMP 1208D March 2018 (1)","142729","HDFC FMP 1208D March 2018 (1) - Direct - Quarterly Dividend - Series-39","03 Apr, 2020","10.0960"
"Close Ended","HDFC FMP 1208D March 2018 (1)","142727","HDFC FMP 1208D March 2018 (1) - Regular - Growth - Series -39","03 Apr, 2020","11.5452"
"Close Ended","HDFC FMP 1208D March 2018 (1)","142726","HDFC FMP 1208D March 2018 (1) - Direct - Growth - Series -39","03 Apr, 2020","11.6165"
"Close Ended","HDFC FMP 1150D March 2018 (1)","142705","HDFC FMP 1150D March 2018 (1) - Regular - Normal Dividend - Series-39","03 Apr, 2020","11.7946"
"Close Ended","HDFC FMP 1150D March 2018 (1)","142703","HDFC FMP 1150D March 2018 (1) - Direct - Normal Dividend - Series-39","03 Apr, 2020","11.8559"
"Close Ended","HDFC FMP 1150D March 2018 (1)","142707","HDFC FMP 1150D March 2018 (1) - Regular - Quarterly Dividend - Series-39","03 Apr, 2020","10.1580"
"Close Ended","HDFC FMP 1150D March 2018 (1)","142704","HDFC FMP 1150D March 2018 (1) - Direct - Quarterly Dividend - Series-39","03 Apr, 2020","10.1592"
"Close Ended","HDFC FMP 1150D March 2018 (1)","142706","HDFC FMP 1150D March 2018 (1) - Regular - Growth - Series -39","03 Apr, 2020","11.7946"
"Close Ended","HDFC FMP 1150D March 2018 (1)","142708","HDFC FMP 1150D March 2018 (1) - Direct - Growth - Series -39","03 Apr, 2020","11.8559"
"Close Ended","HDFC FMP 1158D February 2018 (1)","142661","HDFC FMP 1158D February 2018 (1) - Regular - Normal Dividend - Series-39","03 Apr, 2020","11.8584"
"Close Ended","HDFC FMP 1158D February 2018 (1)","142658","HDFC FMP 1158D February 2018 (1) - Direct - Normal Dividend - Series-39","03 Apr, 2020","11.8951"
"Close Ended","HDFC FMP 1158D February 2018 (1)","142662","HDFC FMP 1158D February 2018 (1) - Regular - Quarterly Dividend - Series-39","03 Apr, 2020","10.1437"
"Close Ended","HDFC FMP 1158D February 2018 (1)","142660","HDFC FMP 1158D February 2018 (1) - Direct - Quarterly Dividend - Series-39","03 Apr, 2020","10.1445"
"Close Ended","HDFC FMP 1158D February 2018 (1)","142663","HDFC FMP 1158D February 2018 (1) - Regular - Growth - Series -39","03 Apr, 2020","11.8584"
"Close Ended","HDFC FMP 1158D February 2018 (1)","142659","HDFC FMP 1158D February 2018 (1) - Direct - Growth - Series -39","03 Apr, 2020","11.8951"
"Close Ended","HDFC FMP 92D February 2018 (1)","142628","HDFC FMP 92D February 2018 (1) - Regular - Normal Dividend - Series-39","30 May, 2018","10.0000"
"Close Ended","HDFC FMP 92D February 2018 (1)","142626","HDFC FMP 92D February 2018 (1) - Direct - Normal Dividend - Series-39","30 May, 2018","10.0000"
"Close Ended","HDFC FMP 92D February 2018 (1)","142630","HDFC FMP 92D February 2018 (1) - Regular - Growth - Series -39","30 May, 2018","10.1865"
"Close Ended","HDFC FMP 92D February 2018 (1)","142627","HDFC FMP 92D February 2018 (1) - Direct - Growth - Series -39","30 May, 2018","10.1892"
"Close Ended","HDFC HOF - I - 1140D NOVEMBER 2017 (1)","141922","HDFC Housing Opportunities Fund - I - 1140D Nov 2017 (1) - Regular - Normal Dividend","03 Apr, 2020","6.0090"
"Close Ended","HDFC HOF - I - 1140D NOVEMBER 2017 (1)","141921","HDFC Housing Opportunities Fund - I - 1140D Nov 2017 (1) - Direct - Normal Dividend","03 Apr, 2020","6.1850"
"Close Ended","HDFC HOF - I - 1140D NOVEMBER 2017 (1)","141923","HDFC Housing Opportunities Fund - I - 1140D Nov 2017 (1) - Regular - Growth","03 Apr, 2020","6.0090"
"Close Ended","HDFC HOF - I - 1140D NOVEMBER 2017 (1)","141924","HDFC Housing Opportunities Fund - I - 1140D Nov 2017 (1) - Direct - Growth","03 Apr, 2020","6.1850"
"Close Ended","HDFC FMP 1430D July 2017 (1)","141731","HDFC FMP 1430D JULY 2017 (1) - Regular - Normal Dividend - Series-38","03 Apr, 2020","12.0967"
"Close Ended","HDFC FMP 1430D July 2017 (1)","141730","HDFC FMP 1430D July 2017 (1) - Direct - Normal Dividend - Series-38","03 Apr, 2020","12.1290"
"Close Ended","HDFC FMP 1430D July 2017 (1)","141732","HDFC FMP 1430D JULY 2017 (1) - Regular - Quarterly Dividend - Series-38","03 Apr, 2020","10.0862"
"Close Ended","HDFC FMP 1430D July 2017 (1)","141733","HDFC FMP 1430D July 2017 (1) - Direct - Quarterly Dividend - Series-38","03 Apr, 2020","10.0866"
"Close Ended","HDFC FMP 1430D July 2017 (1)","141734","HDFC FMP 1430D JULY 2017 (1) - Regular - Growth - Series -38","03 Apr, 2020","12.0967"
"Close Ended","HDFC FMP 1430D July 2017 (1)","141735","HDFC FMP 1430D JULY 2017 (1) - Direct - Growth - Series -38","03 Apr, 2020","12.1290"
"Close Ended","HDFC FMP 1136D JUNE 2017 (1)","141493","HDFC FMP 1136D JUNE 2017 (1) - Regular- Normal Dividend- Series-38","03 Apr, 2020","12.4666"
"Close Ended","HDFC FMP 1136D JUNE 2017 (1)","141497","HDFC FMP 1136D JUNE 2017 (1) - Direct Normal Dividend - Series-38","03 Apr, 2020","12.5019"
"Close Ended","HDFC FMP 1136D JUNE 2017 (1)","141494","HDFC FMP 1136D JUNE 2017 (1) - Regular Quarterly Dividend - Series-38","03 Apr, 2020","10.0415"
"Close Ended","HDFC FMP 1136D JUNE 2017 (1)","141496","HDFC FMP 1136D JUNE 2017 (1) - Direct-Quarterly Dividend - Series-38","03 Apr, 2020","10.0419"
"Close Ended","HDFC FMP 1136D JUNE 2017 (1)","141492","HDFC FMP 1136D JUNE 2017 (1) -Regular- Growth- Series-38","03 Apr, 2020","12.4666"
"Close Ended","HDFC FMP 1136D JUNE 2017 (1)","141495","HDFC FMP 1136D JUNE 2017 (1) - Direct - Growth- Series-38","03 Apr, 2020","12.5019"
"Close Ended","HDFC FMP 1166D MAY 2017 (1)","141383","HDFC FMP 1166D May 2017 (1) - Regular - Normal Dividend - Series - 38","03 Apr, 2020","12.5619"
"Close Ended","HDFC FMP 1166D MAY 2017 (1)","141380","HDFC FMP 1166D May 2017 (1) - Direct - Normal Dividend - Series - 38","03 Apr, 2020","12.5984"
"Close Ended","HDFC FMP 1166D MAY 2017 (1)","141385","HDFC FMP 1166D May 2017 (1) - Regular - Quarterly Dividend - Series - 38","03 Apr, 2020","10.0413"
"Close Ended","HDFC FMP 1166D MAY 2017 (1)","141382","HDFC FMP 1166D May 2017 (1) - Direct - Quarterly Dividend - Series - 38","03 Apr, 2020","10.0414"
"Close Ended","HDFC FMP 1166D MAY 2017 (1)","141384","HDFC FMP 1166D May 2017 (1) - Regular - Growth - Series - 38","03 Apr, 2020","12.5619"
"Close Ended","HDFC FMP 1166D MAY 2017 (1)","141381","HDFC FMP 1166D MAY 2017 (1) - Direct - Growth - Series - 38","03 Apr, 2020","12.5984"
"Close Ended","HDFC FMP 1165D April 2017 (1)","141231","HDFC FMP 1165D Apr 2017 (1) - Regular- Normal Dividend- Series-38","03 Apr, 2020","12.2480"
"Close Ended","HDFC FMP 1165D April 2017 (1)","141227","HDFC FMP 1165D Apr 2017 (1)- Direct Normal Dividend - Series-38","03 Apr, 2020","12.3575"
"Close Ended","HDFC FMP 1165D April 2017 (1)","141228","HDFC FMP 1165D Apr 2017 (1)- Regular Quarterly Dividend - Series-38","03 Apr, 2020","10.0269"
"Close Ended","HDFC FMP 1165D April 2017 (1)","141230","HDFC FMP 1165D April 2017 (1) - Direct-Quarterly Dividend - Series-38","03 Apr, 2020","10.0284"
"Close Ended","HDFC FMP 1165D April 2017 (1)","141232","HDFC FMP 1165D Apr 2017 (1) - Regular- Growth - Series-38","03 Apr, 2020","12.2480"
"Close Ended","HDFC FMP 1165D April 2017 (1)","141229","HDFC FMP 1165D April 2017 (1) - Direct - Growth - Series -38","03 Apr, 2020","12.3575"
"Close Ended","HDFC FMP 1172D April 2017 (1)","141217","HDFC FMP 1172D Apr 2017 (1) - Regular- Normal Dividend- Series-38","03 Apr, 2020","12.2801"
"Close Ended","HDFC FMP 1172D April 2017 (1)","141218","HDFC FMP 1172D Apr 2017 (1)- Direct Normal Dividend - Series-38","03 Apr, 2020","12.3904"
"Close Ended","HDFC FMP 1172D April 2017 (1)","141221","HDFC FMP 1172D Apr 2017 (1)- Regular Quarterly Dividend - Series-38","03 Apr, 2020","10.0350"
"Close Ended","HDFC FMP 1172D April 2017 (1)","141220","HDFC FMP 1172D April 2017 (1) - Direct-Quarterly Dividend - Series-38","03 Apr, 2020","10.0363"
"Close Ended","HDFC FMP 1172D April 2017 (1)","141222","HDFC FMP 1172D Apr 2017 (1) - Regular- Growth - Series-38","03 Apr, 2020","12.2801"
"Close Ended","HDFC FMP 1172D April 2017 (1)","141219","HDFC FMP 1172D Apr 2017 (1) - Direct - Growth - Series-38","03 Apr, 2020","12.3904"
"Close Ended","HDFC FMP 1188D March 2017 (1)","141129","HDFC FMP 1188D Mar 2017 (1) - Regular- Normal Dividend- Series-38","03 Apr, 2020","12.6201"
"Close Ended","HDFC FMP 1188D March 2017 (1)","141127","HDFC FMP 1188D Mar 2017 (1)- Direct Normal Dividend - Series-38","03 Apr, 2020","12.7907"
"Close Ended","HDFC FMP 1188D March 2017 (1)","141131","HDFC FMP 1188D Mar 2017 (1)- Regular Quarterly Dividend - Series-38","03 Apr, 2020","10.0450"
"Close Ended","HDFC FMP 1188D March 2017 (1)","141128","HDFC FMP 1188D Mar 2017(1)- Direct-Quarterly Dividend - Series-38","03 Apr, 2020","10.0469"
"Close Ended","HDFC FMP 1188D March 2017 (1)","141130","HDFC FMP 1188D Mar 2017 (1) - Regular- Growth - Series-38","03 Apr, 2020","12.6201"
"Close Ended","HDFC FMP 1188D March 2017 (1)","141132","HDFC FMP 1188D Mar 2017 (1) - Direct - Growth - Series-38","03 Apr, 2020","12.7907"
"Close Ended","HDFC FMP 1213D MARCH 2017 (1)","140960","HDFC FMP 1213D Mar 2017 (1) - Regular- Normal Dividend- Series-38","03 Apr, 2020","12.5459"
"Close Ended","HDFC FMP 1213D MARCH 2017 (1)","140961","HDFC FMP 1213D Mar 2017 (1)- Direct Normal Dividend - Series-38","03 Apr, 2020","12.8303"
"Close Ended","HDFC FMP 1213D MARCH 2017 (1)","140959","HDFC FMP 1213D Mar 2017 (1)- Regular Quarterly Dividend - Series-38","03 Apr, 2020","10.0406"
"Close Ended","HDFC FMP 1213D MARCH 2017 (1)","140963","HDFC FMP 1213D Mar 2017(1)- Direct-Quarterly Dividend - Series-38","03 Apr, 2020","10.0438"
"Close Ended","HDFC FMP 1213D MARCH 2017 (1)","140958","HDFC FMP 1213D Mar 2017 (1) - Regular- Growth - Series-38","03 Apr, 2020","12.5459"
"Close Ended","HDFC FMP 1213D MARCH 2017 (1)","140962","HDFC FMP 1213D Mar 2017 (1) - Direct - Growth - Series-38","03 Apr, 2020","12.8303"
"Close Ended","HDFC Charity Fund For Cancer Cure - Debt Plan","140873","HDFC Charity Fund For Cancer Cure - Debt Plan - Dividend Plan","03 Apr, 2020","10.0295"
"Close Ended","HDFC Charity Fund For Cancer Cure - Debt Plan","140869","HDFC Charity Fund For Cancer Cure - Debt Plan - Dividend Option - Direct Plan","03 Apr, 2020","10.0295"
"Close Ended","HDFC Charity Fund For Cancer Cure - Arbitrage Plan","140870","HDFC Charity Fund For Cancer Cure - Arbitrage Plan - Dividend Option","03 Apr, 2020","10.0450"
"Close Ended","HDFC Charity Fund For Cancer Cure - Arbitrage Plan","140867","HDFC Charity Fund For Cancer Cure - Arbitrage Plan - Dividend Option - Direct Plan","03 Apr, 2020","10.0450"
"Close Ended","HDFC FMP 1155D FEBRUARY 2017 (1)","140716","HDFC FMP 1155D Feb 2017 (1) - Regular- Normal Dividend- Series-37","03 Apr, 2020","12.3554"
"Close Ended","HDFC FMP 1155D FEBRUARY 2017 (1)","140718","HDFC FMP 1155D Feb 2017 (1)- Direct Normal Dividend - Series-37","03 Apr, 2020","12.3748"
"Close Ended","HDFC FMP 1155D FEBRUARY 2017 (1)","140720","HDFC FMP 1155D Feb 2017 (1)- Regular Quarterly Dividend - Series-37","03 Apr, 2020","10.0116"
"Close Ended","HDFC FMP 1155D FEBRUARY 2017 (1)","140719","HDFC FMP 1155D Feb 2017(1)- Direct-Quarterly Dividend - Series-37","03 Apr, 2020","10.0120"
"Close Ended","HDFC FMP 1155D FEBRUARY 2017 (1)","140715","HDFC FMP 1155D Feb 2017 (1) - Regular- Growth - Series-37","03 Apr, 2020","12.3554"
"Close Ended","HDFC FMP 1155D FEBRUARY 2017 (1)","140717","HDFC FMP 1155D Feb 2017 (1) - Direct - Growth - Series-37","03 Apr, 2020","12.3748"
